title,year,rating
The Fifth Element,1997,3.7
The House of Yes,1997,3.7
The Tango Lesson,1997,3.7
The Ice Storm,1997,3.6
La tregua,1997,3.6
Gummo,1997,3.6
The Apostle,1997,3.6
Deconstructing Harry,1997,3.6
Gang Related,1997,3.6
Gridlock'd,1997,3.6
Soul Food,1997,3.6
The Wrong Guy,1997,3.6
The Education of Little Tree,1997,3.6
The Winter Guest,1997,3.6
The Wrong Guy,1997,3.6
Lucie Aubrac,1997,3.6
Love! Valour! Compassion!,1997,3.6
Roseanna's Grave,1997,3.6
Paradise Road,1997,3.6
The Designated Mourner,1997,3.6
The Hanging Garden,1997,3.6
Career Girls,1997,3.6
Still Breathing,1997,3.6
Cube,1997,3.5
Defying Gravity,1997,3.5
The Game,1997,3.5
I Think I Do,1997,3.5
Cats Don't Dance,1997,3.5
Little Men,1997,3.5
Jackie Brown,1997,3.5
My Son the Fanatic,1997,3.5
Amistad,1997,3.5
Chasing Amy,1997,3.5
The Game,1997,3.5
Face/Off,1997,3.5
Shooting Fish,1997,3.5
"O Que É Isso, Companheiro?",1997,3.5
Welcome to Sarajevo,1997,3.5
Sprung,1997,3.5
Boogie Nights,1997,3.5
As Good as It Gets,1997,3.5
Face/Off,1997,3.5
Face/Off,1997,3.5
Men in Black,1997,3.5
Gattaca,1997,3.5
Suicide Kings,1997,3.4
Affliction,1997,3.4
Welcome to Woop Woop,1997,3.4
Ayn Rand: A Sense of Life,1997,3.4
The Devil's Advocate,1997,3.4
Wag the Dog,1997,3.4
Seven Years in Tibet,1997,3.4
Liar Liar,1997,3.4
Trekkies,1997,3.4
Artemisia,1997,3.4
Wild Man Blues,1997,3.4
Bliss,1997,3.4
Washington Square,1997,3.4
The Devil's Advocate,1997,3.4
How to Be a Player,1997,3.4
Regarde la mer,1997,3.4
Ulee's Gold,1997,3.4
Con Air,1997,3.4
¿Quién diablos es Juliette?,1997,3.4
Under the Skin,1997,3.4
Le septième ciel,1997,3.4
The Assignment,1997,3.3
The MatchMaker,1997,3.3
One Eight Seven,1997,3.3
The Rainmaker,1997,3.3
Six Ways to Sunday,1997,3.3
Smilla's Sense of Snow,1997,3.3
My Best Friend's Wedding,1997,3.3
Boys Life 2,1997,3.3
The Full Monty,1997,3.3
FairyTale: A True Story,1997,3.3
Titanic,1997,3.3
Mrs Dalloway,1997,3.3
Titanic,1997,3.3
Mr. Jealousy,1997,3.3
Metroland,1997,3.3
Midnight in the Garden of Good and Evil,1997,3.3
Chinese Box,1997,3.3
My Best Friend's Wedding,1997,3.3
Hoodlum,1997,3.3
Kiss the Girls,1997,3.3
The MatchMaker,1997,3.3
The Edge,1997,3.2
Conceiving Ada,1997,3.2
Deceiver,1997,3.2
Passion in the Desert,1997,3.2
Inventing the Abbotts,1997,3.2
Anastasia,1997,3.2
Selena,1997,3.2
The Lost World: Jurassic Park,1997,3.2
Event Horizon,1997,3.2
Keep the Aspidistra Flying,1997,3.2
Hercules,1997,3.2
Air Force One,1997,3.2
Absolute Power,1997,3.2
Anastasia,1997,3.2
She's So Lovely,1997,3.2
Conspiracy Theory,1997,3.2
Love and Death on Long Island,1997,3.2
Clockwatchers,1997,3.2
Orgazmo,1997,3.2
The Lost World: Jurassic Park,1997,3.2
The Myth of Fingerprints,1997,3.2
Chicago Cab,1997,3.2
A Life Less Ordinary,1997,3.1
Fierce Creatures,1997,3.1
Nothing to Lose,1997,3.1
"Truth or Consequences, N.M.",1997,3.1
Star Maps,1997,3.1
Cop Land,1997,3.1
Contact,1997,3.1
The Jackal,1997,3.1
Tomorrow Never Dies,1997,3.1
"I Love You, Don't Touch Me!",1997,3.1
Nothing to Lose,1997,3.1
Kicked in the Head,1997,3.1
Nettoyage à sec,1997,3.1
Nothing to Lose,1997,3.1
The Saint,1997,3.1
"Kiss Me, Guido",1997,3.1
U Turn,1997,3.1
Contact,1997,3.1
Starship Troopers,1997,3.0
A Thousand Acres,1997,3.0
The End of Violence,1997,3.0
Alien: Resurrection,1997,3.0
Hugo Pool,1997,3.0
Fools Rush In,1997,3.0
G.I. Jane,1997,3.0
The Devil's Own,1997,3.0
The Man Who Knew Too Little,1997,3.0
Switchback,1997,3.0
Out to Sea,1997,3.0
That Old Feeling,1997,3.0
Afterglow,1997,3.0
Office Killer,1997,3.0
Broadway Damage,1997,3.0
The Sticky Fingers of Time,1997,3.0
Vegas Vacation,1997,3.0
RocketMan,1997,3.0
"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",1997,3.0
Telling Lies in America,1997,3.0
Red Corner,1997,3.0
The Sixth Man,1997,3.0
George of the Jungle,1997,2.9
In & Out,1997,2.9
Murder at 1600,1997,2.9
Zeus and Roxanne,1997,2.9
Yat goh hiu yan,1997,2.9
The Real Blonde,1997,2.9
Heaven's Burning,1997,2.9
Scream 2,1997,2.9
Touch,1997,2.9
City of Industry,1997,2.9
B*A*P*S,1997,2.9
One Night Stand,1997,2.9
Mad City,1997,2.9
Bean,1997,2.9
A Brother's Kiss,1997,2.9
Warriors of Virtue,1997,2.9
Playing God,1997,2.9
Wild America,1997,2.9
Wishmaster,1997,2.8
Free Willy 3: The Rescue,1997,2.8
Spawn,1997,2.8
Critical Care,1997,2.8
Romy and Michele's High School Reunion,1997,2.8
Flubber,1997,2.8
Booty Call,1997,2.8
The Peacemaker,1997,2.8
Mousehunt,1997,2.8
The Postman,1997,2.8
I Know What You Did Last Summer,1997,2.8
An American Werewolf in Paris,1997,2.8
The Night Flier,1997,2.8
Two Girls and a Guy,1997,2.8
The Borrowers,1997,2.8
Buddy,1997,2.8
Buddy,1997,2.8
Addicted to Love,1997,2.8
Beverly Hills Ninja,1997,2.8
The Relic,1997,2.7
A Simple Wish,1997,2.7
Good Burger,1997,2.7
Picture Perfect,1997,2.7
Doing Time for Patsy Cline,1997,2.7
Dante's Peak,1997,2.7
'Til There Was You,1997,2.7
Volcano,1997,2.7
The Pest,1997,2.7
Turbo: A Power Rangers Movie,1997,2.7
Trial and Error,1997,2.7
Jungle 2 Jungle,1997,2.7
Mimic,1997,2.7
For Richer or Poorer,1997,2.7
Home Alone 3,1997,2.6
Air Bud,1997,2.6
Leave It to Beaver,1997,2.6
Shadow Conspiracy,1997,2.6
Kull the Conqueror,1997,2.6
Metro,1997,2.6
McHale's Navy,1997,2.6
Fire Down Below,1997,2.6
Meet Wally Sparks,1997,2.6
8 Heads in a Duffel Bag,1997,2.6
Gone Fishin',1997,2.6
Fire Down Below,1997,2.6
Fathers' Day,1997,2.5
Excess Baggage,1997,2.5
That Darn Cat,1997,2.5
Star Kid,1997,2.5
Mortal Kombat: Annihilation,1997,2.5
Anaconda,1997,2.5
That Darn Cat,1997,2.5
Turbulence,1997,2.5
The Beautician and the Beast,1997,2.4
Mr. Magoo,1997,2.3
An Alan Smithee Film: Burn Hollywood Burn,1997,2.2
Double Team,1997,2.2
Speed 2: Cruise Control,1997,2.2
Spice World,1997,2.1
Too Much Sleep,1997,1.5
1732 Høtten,1998,5.0
"Crna macka, beli macor",1998,4.4
Los amantes del Círculo Polar,1998,4.3
Train de vie,1998,4.3
West Beyrouth (À l'abri les enfants),1998,4.3
Mia aioniotita kai mia mera,1998,4.3
Festen,1998,4.3
American History X,1998,4.2
Central do Brasil,1998,4.2
La leggenda del pianista sull'oceano,1998,4.2
Wandâfuru raifu,1998,4.1
Le dîner de cons,1998,4.1
Dangerous Beauty,1998,4.1
Left Luggage,1998,4.1
The Big Lebowski,1998,4.0
"Lock, Stock and Two Smoking Barrels",1998,4.0
Saving Private Ryan,1998,4.0
42: Forty Two Up,1998,4.0
The Decline of Western Civilization Part III,1998,4.0
Without Limits,1998,4.0
Happiness,1998,4.0
Belly,1998,3.9
Tango,1998,3.9
Perfect Blue,1998,3.9
Fucking Åmål,1998,3.9
Kirikou et la sorcière,1998,3.9
Smoke Signals,1998,3.9
Fear and Loathing in Las Vegas,1998,3.9
Le violon rouge,1998,3.9
Seul contre tous,1998,3.9
La vie rêvée des anges,1998,3.9
This Is My Father,1998,3.9
Slam,1998,3.9
SLC Punk!,1998,3.8
Buffalo '66,1998,3.8
Lola rennt,1998,3.8
Pi,1998,3.8
Still Crazy,1998,3.8
My Name Is Joe,1998,3.8
All the Little Animals,1998,3.8
Tian yu,1998,3.8
Bure baruta,1998,3.8
Last Night,1998,3.8
Last Night,1998,3.8
Get Real,1998,3.8
Elizabeth,1998,3.8
Dear Jesse,1998,3.8
Following,1998,3.8
Conte d'automne,1998,3.8
Digging to China,1998,3.7
Regret to Inform,1998,3.7
Besieged,1998,3.7
Gods and Monsters,1998,3.7
Six-String Samurai,1998,3.7
High Art,1998,3.7
The Brandon Teena Story,1998,3.7
Sib,1998,3.7
Velvet Goldmine,1998,3.7
Divine Trash,1998,3.7
Rushmore,1998,3.7
Savior,1998,3.7
Jin-Rô,1998,3.7
Rounders,1998,3.7
Jing Ke ci Qin Wang,1998,3.7
Hilary and Jackie,1998,3.7
Shadrach,1998,3.6
Bedrooms and Hallways,1998,3.6
Blade,1998,3.6
The Players Club,1998,3.6
He Got Game,1998,3.6
Les misérables,1998,3.6
Les misérables,1998,3.6
Playing by Heart,1998,3.6
Down in the Delta,1998,3.6
Blade,1998,3.6
Croupier,1998,3.6
Ceux qui m'aiment prendront le train,1998,3.6
Waking Ned,1998,3.6
What Dreams May Come,1998,3.6
"Fin août, début septembre",1998,3.5
Why Do Fools Fall in Love,1998,3.5
Zero Effect,1998,3.5
L'école de la chair,1998,3.5
Return to Paradise,1998,3.5
Ronin,1998,3.5
Everest,1998,3.5
The Life and Times of Hank Greenberg,1998,3.5
Ever After,1998,3.5
Next Stop Wonderland,1998,3.5
No Looking Back,1998,3.5
The Theory of Flight,1998,3.5
Strike!,1998,3.5
Enemy of the State,1998,3.5
Armageddon,1998,3.5
Strangeland,1998,3.5
The Acid House,1998,3.5
Forever Fever,1998,3.5
The Wedding Singer,1998,3.5
Great Expectations,1998,3.4
The Thin Red Line,1998,3.4
Safe Men,1998,3.4
Little Voice,1998,3.4
Frogs for Snakes,1998,3.4
Relax... It's Just Sex,1998,3.4
Mulan,1998,3.4
Clay Pigeons,1998,3.4
Sliding Doors,1998,3.4
Beefcake,1998,3.4
The Truman Show,1998,3.4
Alice et Martin,1998,3.4
Living Out Loud,1998,3.4
"God Said, 'Ha!'",1998,3.4
The Waterboy,1998,3.4
Billy's Hollywood Screen Kiss,1998,3.4
Reach the Rock,1998,3.4
Fallen,1998,3.4
A Soldier's Daughter Never Cries,1998,3.4
Rush Hour,1998,3.4
One True Thing,1998,3.4
Spriggan,1998,3.4
Half Baked,1998,3.4
Simon Birch,1998,3.4
Such a Long Journey,1998,3.4
Meet Joe Black,1998,3.4
Dancing at Lughnasa,1998,3.4
A Simple Plan,1998,3.4
Great Expectations,1998,3.4
Illuminata,1998,3.4
Snitch,1998,3.3
Slums of Beverly Hills,1998,3.3
Hideous Kinky,1998,3.3
Hope Floats,1998,3.3
The X Files,1998,3.3
The Mask of Zorro,1998,3.3
Shakespeare in Love,1998,3.3
Pleasantville,1998,3.3
Your Friends & Neighbors,1998,3.3
Lethal Weapon 4,1998,3.3
"Martha - Meet Frank, Daniel and Laurence",1998,3.3
Beloved,1998,3.3
A Bug's Life,1998,3.3
"Dancer, Texas Pop. 81",1998,3.3
Your Friends & Neighbors,1998,3.3
The Man with Rain in His Shoes,1998,3.3
Jeanne et le garçon formidable,1998,3.3
The Mask of Zorro,1998,3.3
The Land Girls,1998,3.3
Wide Awake,1998,3.3
Stepmom,1998,3.3
Patch Adams,1998,3.3
Another Day in Paradise,1998,3.2
Dance with Me,1998,3.2
Among Giants,1998,3.2
Out of Sight,1998,3.2
I Got the Hook Up,1998,3.2
Falkens öga,1998,3.2
Desert Blue,1998,3.2
Permanent Midnight,1998,3.2
BASEketball,1998,3.2
The Governess,1998,3.2
Practical Magic,1998,3.2
The Wisdom of Crocodiles,1998,3.2
The Last Days of Disco,1998,3.2
Pecker,1998,3.2
Hurlyburly,1998,3.2
"A Cool, Dry Place",1998,3.2
U.S. Marshals,1998,3.2
The Horse Whisperer,1998,3.2
A Civil Action,1998,3.1
The Man in the Iron Mask,1998,3.1
How Stella Got Her Groove Back,1998,3.1
The Velocity of Gary* *(Not His Real Name),1998,3.1
Star Trek: Insurrection,1998,3.1
A Night at the Roxbury,1998,3.1
The Hi-Lo Country,1998,3.1
How Stella Got Her Groove Back,1998,3.1
The Odd Couple II,1998,3.1
Quest for Camelot,1998,3.1
B. Monkey,1998,3.1
Dirty Work,1998,3.1
Kurt & Courtney,1998,3.1
The Prince of Egypt,1998,3.1
You've Got Mail,1998,3.1
Can't Hardly Wait,1998,3.1
The Parent Trap,1998,3.1
Apt Pupil,1998,3.1
The Siege,1998,3.1
The Big Hit,1998,3.1
Quest for Camelot,1998,3.1
The Opposite of Sex,1998,3.1
The Parent Trap,1998,3.1
Bulworth,1998,3.1
There's Something About Mary,1998,3.1
Quest for Camelot,1998,3.1
A Perfect Murder,1998,3.1
Caught Up,1998,3.1
A Price Above Rubies,1998,3.1
A Perfect Murder,1998,3.1
Arguing the World,1998,3.1
Cousin Bette,1998,3.0
L'ennui,1998,3.0
Celebrity,1998,3.0
Very Bad Things,1998,3.0
The Replacement Killers,1998,3.0
Primary Colors,1998,3.0
The Object of My Affection,1998,3.0
Homegrown,1998,3.0
Mercury Rising,1998,3.0
Where's Marlowe?,1998,3.0
Polish Wedding,1998,3.0
Black Dog,1998,3.0
Let It Come Down: The Life of Paul Bowles,1998,3.0
Finding North,1998,2.9
The Newton Boys,1998,2.9
Hush,1998,2.9
The Faculty,1998,2.9
Deep Impact,1998,2.9
Desperate Measures,1998,2.9
Antz,1998,2.9
Almost Heroes,1998,2.9
"Blood, Guts, Bullets and Octane",1998,2.9
Goodbye Lover,1998,2.9
Hush,1998,2.9
Deep Impact,1998,2.9
New Rose Hotel,1998,2.9
Sour Grapes,1998,2.8
The Rugrats Movie,1998,2.8
The Gingerbread Man,1998,2.8
Snake Eyes,1998,2.8
54,1998,2.8
Wrongfully Accused,1998,2.8
Soldier,1998,2.8
Doctor Dolittle,1998,2.8
Mighty Joe Young,1998,2.8
Small Soldiers,1998,2.8
Mighty Joe Young,1998,2.8
Paulie,1998,2.8
Soldier,1998,2.8
Deep Rising,1998,2.8
Babe: Pig in the City,1998,2.8
Senseless,1998,2.8
Jack Frost,1998,2.8
T-Rex: Back to the Cretaceous,1998,2.8
Doctor Dolittle,1998,2.8
Halloween H20: 20 Years Later,1998,2.8
One Tough Cop,1998,2.8
Six Days Seven Nights,1998,2.7
Dead Man on Campus,1998,2.7
Dog Park,1998,2.7
Sphere,1998,2.7
Disturbing Behavior,1998,2.7
Blues Brothers 2000,1998,2.7
Kissing a Fool,1998,2.7
Urban Legend,1998,2.7
Palmetto,1998,2.7
Jane Austen's Mafia!,1998,2.7
Air Bud: Golden Receiver,1998,2.7
Il testimone dello sposo,1998,2.7
Madeline,1998,2.6
Knock Off,1998,2.6
Godzilla,1998,2.6
I'll Be Home for Christmas,1998,2.6
Bride of Chucky,1998,2.6
Godzilla,1998,2.6
Tarzan and the Lost City,1998,2.6
With Friends Like These...,1998,2.6
My Giant,1998,2.6
Meet the Deedles,1998,2.6
Major League: Back to the Minors,1998,2.6
Bride of Chucky,1998,2.6
I Still Know What You Did Last Summer,1998,2.6
3 Ninjas: High Noon at Mega Mountain,1998,2.5
Home Fries,1998,2.5
Lost in Space,1998,2.5
Holy Man,1998,2.4
Krippendorf's Tribe,1998,2.4
Species II,1998,2.3
Ringmaster,1998,2.1
Rang-e khoda,1999,4.3
The Boondock Saints,1999,4.2
Todo sobre mi madre,1999,4.2
Fight Club,1999,4.2
La fille sur le pont,1999,4.1
Tuvalu,1999,4.1
Gloomy Sunday - Ein Lied von Liebe und Tod,1999,4.1
The Green Mile,1999,4.1
La lengua de las mariposas,1999,4.1
Wo de fu qin mu qin,1999,4.1
La ley de Herodes,1999,4.0
Genghis Blues,1999,4.0
The Straight Story,1999,4.0
Est - Ouest,1999,4.0
Mein liebster Feind - Klaus Kinski,1999,4.0
One Day in September,1999,4.0
American Movie,1999,4.0
Solas,1999,4.0
Phörpa,1999,4.0
Yi ge dou bu neng shao,1999,4.0
Aimée & Jaguar,1999,4.0
Office Space,1999,4.0
Human Traffic,1999,4.0
Himalaya - l'enfance d'un chef,1999,4.0
Buena Vista Social Club,1999,4.0
Beau travail,1999,3.9
Erleuchtung garantiert,1999,3.9
The Wood,1999,3.9
Xizao,1999,3.9
The Wood,1999,3.9
Il mio viaggio in Italia,1999,3.9
Il mio viaggio in Italia,1999,3.9
Bad ma ra khahad bord,1999,3.9
Rosetta,1999,3.9
Soft Fruit,1999,3.9
Beautiful People,1999,3.9
Better Than Chocolate,1999,3.8
Spring Forward,1999,3.8
Ôdishon,1999,3.8
Jesus' Son,1999,3.8
The Sixth Sense,1999,3.8
Twin Falls Idaho,1999,3.8
Mifunes sidste sang,1999,3.8
American Beauty,1999,3.8
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,3.8
Third World Cop,1999,3.8
Les convoyeurs attendent,1999,3.8
Trippin',1999,3.8
Man of the Century,1999,3.7
South Park: Bigger Longer & Uncut,1999,3.7
Titus,1999,3.7
Boys Don't Cry,1999,3.7
Magnolia,1999,3.7
New Waterford Girl,1999,3.7
A Dog of Flanders,1999,3.7
Une liaison pornographique,1999,3.7
The Hurricane,1999,3.7
Trick,1999,3.7
Ressources humaines,1999,3.7
Ghost Dog: The Way of the Samurai,1999,3.7
East Is East,1999,3.6
Angela's Ashes,1999,3.6
The Five Senses,1999,3.6
"Le temps retrouvé, d'après l'oeuvre de Marcel Proust",1999,3.6
Onegin,1999,3.6
Topsy-Turvy,1999,3.6
The End of the Affair,1999,3.6
Angela's Ashes,1999,3.6
October Sky,1999,3.6
Sweet and Lowdown,1999,3.6
The Matrix,1999,3.6
Siam Sunset,1999,3.6
Sweet and Lowdown,1999,3.6
The End of the Affair,1999,3.6
The Limey,1999,3.6
Dogma,1999,3.6
Beyond the Mat,1999,3.6
Ravenous,1999,3.6
In Too Deep,1999,3.6
Light It Up,1999,3.6
Swiri,1999,3.6
The Winslow Boy,1999,3.6
Ça commence aujourd'hui,1999,3.6
Julien Donkey-Boy,1999,3.6
Mansfield Park,1999,3.6
Les enfants du siècle,1999,3.6
Being John Malkovich,1999,3.6
Sleepy Hollow,1999,3.5
Gohatto,1999,3.5
The Mating Habits of the Earthbound Human,1999,3.5
Detroit Rock City,1999,3.5
Music of the Heart,1999,3.5
Limbo,1999,3.5
Catfish in Black Bean Sauce,1999,3.5
American Pimp,1999,3.5
"Girl, Interrupted",1999,3.5
Sleepy Hollow,1999,3.5
Tumbleweeds,1999,3.5
Joe the King,1999,3.5
Agnes Browne,1999,3.5
Tea with Mussolini,1999,3.5
Dreaming of Joseph Lees,1999,3.5
Goya en Burdeos,1999,3.5
The Tic Code,1999,3.5
The Virgin Suicides,1999,3.5
Whatever Happened to Harold Smith?,1999,3.5
Wisconsin Death Trip,1999,3.5
Cradle Will Rock,1999,3.4
American Pie,1999,3.4
A Walk on the Moon,1999,3.4
The Mummy,1999,3.4
An Ideal Husband,1999,3.4
The Cider House Rules,1999,3.4
Stir of Echoes,1999,3.4
La bûche,1999,3.4
Cruel Intentions,1999,3.4
Les amants criminels,1999,3.4
The Mummy,1999,3.4
The 24 Hour Woman,1999,3.4
Ruang talok 69,1999,3.4
Judy Berlin,1999,3.4
Snow Falling on Cedars,1999,3.4
Liberty Heights,1999,3.4
Felicia's Journey,1999,3.4
But I'm a Cheerleader,1999,3.4
But I'm a Cheerleader,1999,3.4
American Pie,1999,3.4
The Mummy,1999,3.4
Plunkett & Macleane,1999,3.3
Three Kings,1999,3.3
Pola X,1999,3.3
For Love of the Game,1999,3.3
Man on the Moon,1999,3.3
The Talented Mr. Ripley,1999,3.3
Santitos,1999,3.3
On the Ropes,1999,3.3
The Bone Collector,1999,3.3
The Thomas Crown Affair,1999,3.3
The Thomas Crown Affair,1999,3.3
Man on the Moon,1999,3.3
Things You Can Tell Just by Looking at Her,1999,3.3
Ride with the Devil,1999,3.3
The Iron Giant,1999,3.3
Any Given Sunday,1999,3.3
Arlington Road,1999,3.3
Austin Powers: The Spy Who Shagged Me,1999,3.3
The Loss of Sexual Innocence,1999,3.3
Notting Hill,1999,3.3
Kaosu,1999,3.3
The Bone Collector,1999,3.3
Election,1999,3.3
Never Been Kissed,1999,3.3
Fantasia/2000,1999,3.3
10 Things I Hate About You,1999,3.3
The Other Sister,1999,3.3
The Big Kahuna,1999,3.3
The Big Tease,1999,3.2
Payback,1999,3.2
Bringing Out the Dead,1999,3.2
Instinct,1999,3.2
Deterrence,1999,3.2
Goat on Fire and Smiling Fish,1999,3.2
Ringu 2,1999,3.2
The Adventures of Elmo in Grouchland,1999,3.2
Go,1999,3.2
Mumford,1999,3.2
The Ninth Gate,1999,3.2
Cookie's Fortune,1999,3.2
Brokedown Palace,1999,3.2
Jakob the Liar,1999,3.2
Cookie's Fortune,1999,3.2
Double Jeopardy,1999,3.2
True Crime,1999,3.2
eXistenZ,1999,3.2
Anna and the King,1999,3.2
A Slipping-Down Life,1999,3.2
Varsity Blues,1999,3.2
Miss Julie,1999,3.2
The Ninth Gate,1999,3.2
The Third Miracle,1999,3.2
True Crime,1999,3.2
Speedway Junky,1999,3.2
A Map of the World,1999,3.2
The 13th Warrior,1999,3.2
The Deep End of the Ocean,1999,3.2
Love Stinks,1999,3.2
"Mystery, Alaska",1999,3.2
Snow Days,1999,3.2
Siegfried & Roy: The Magic Box,1999,3.2
Outside Providence,1999,3.2
"Mystery, Alaska",1999,3.2
The 13th Warrior,1999,3.2
Me & Isaac Newton,1999,3.2
Tarzan,1999,3.2
Message in a Bottle,1999,3.2
My Life So Far,1999,3.1
Best Laid Plans,1999,3.1
Just Looking,1999,3.1
Sex: The Annabel Chong Story,1999,3.1
8 ½ Women,1999,3.1
Buddy Boy,1999,3.1
Analyze This,1999,3.1
One Man's Hero,1999,3.1
"Happy, Texas",1999,3.1
Joan of Arc,1999,3.1
Stigmata,1999,3.1
Joan of Arc,1999,3.1
Crazy in Alabama,1999,3.1
Runaway Bride,1999,3.0
Two Ninas,1999,3.0
Entrapment,1999,3.0
Galaxy Quest,1999,3.0
Holy Smoke,1999,3.0
Muppets from Space,1999,3.0
Anywhere But Here,1999,3.0
Just the Ticket,1999,3.0
The Minus Man,1999,3.0
She's All That,1999,3.0
The Thirteenth Floor,1999,3.0
Galaxy Quest,1999,3.0
Guinevere,1999,3.0
8MM,1999,3.0
200 Cigarettes,1999,3.0
The General's Daughter,1999,3.0
The Invisible Circus,1999,3.0
Romance,1999,3.0
The Corruptor,1999,3.0
The Last September,1999,3.0
Sugar Town,1999,3.0
Bicentennial Man,1999,3.0
The Story of Us,1999,3.0
Blue Streak,1999,3.0
House on Haunted Hill,1999,2.9
Superstar,1999,2.9
Pushing Tin,1999,2.9
Deuce Bigalow: Male Gigolo,1999,2.9
All the Rage,1999,2.9
Doug's 1st Movie,1999,2.9
Blast from the Past,1999,2.9
Held Up,1999,2.9
Simply Irresistible,1999,2.9
House on Haunted Hill,1999,2.9
At First Sight,1999,2.9
Eyes Wide Shut,1999,2.9
Idle Hands,1999,2.9
At First Sight,1999,2.9
Jawbreaker,1999,2.8
Mystery Men,1999,2.8
End of Days,1999,2.8
Deep Blue Sea,1999,2.8
Pokémon: The First Movie,1999,2.8
Bowfinger,1999,2.8
Deep Blue Sea,1999,2.8
The Astronaut's Wife,1999,2.8
Gloria,1999,2.7
The Haunting,1999,2.7
Play It to the Bone,1999,2.7
Random Hearts,1999,2.7
Eye of the Beholder,1999,2.7
The Haunting,1999,2.7
Chill Factor,1999,2.7
Diamonds,1999,2.7
Wild Wild West,1999,2.7
Mickey Blue Eyes,1999,2.7
Three to Tango,1999,2.7
Gloria,1999,2.7
Dick,1999,2.7
The Out-of-Towners,1999,2.6
The Muse,1999,2.6
Hit and Runway,1999,2.6
Forces of Nature,1999,2.6
Whiteboyz,1999,2.6
Petits frères,1999,2.6
Edtv,1999,2.6
Lake Placid,1999,2.6
The Out-of-Towners,1999,2.6
The Omega Code,1999,2.6
The Suburbans,1999,2.5
The Blair Witch Project,1999,2.5
Baby Geniuses,1999,2.5
Teaching Mrs. Tingle,1999,2.5
Breakfast of Champions,1999,2.5
The Bachelor,1999,2.5
Body Shots,1999,2.5
Lost & Found,1999,2.5
The Mod Squad,1999,2.4
Virus,1999,2.4
Simpatico,1999,2.4
Universal Soldier: The Return,1999,2.4
Inspector Gadget,1999,2.3
Simon Sez,1999,2.2
Wing Commander,1999,2.2
Fa yeung nin wa,2000,4.4
Zamani barayé masti asbha,2000,4.3
Bittersweet Motel,2000,4.3
Blinkende lygter,2000,4.3
Sånger från andra våningen,2000,4.2
Amores perros,2000,4.2
Nueve reinas,2000,4.2
Sordid Lives,2000,4.1
"Love, Honour and Obey",2000,4.1
Requiem for a Dream,2000,4.1
Requiem for a Dream,2000,4.1
Guizi lai le,2000,4.1
Dancer in the Dark,2000,4.1
Eureka,2000,4.1
The Filth and the Fury,2000,4.0
Maelström,2000,4.0
Long Night's Journey Into Day,2000,4.0
Memento,2000,4.0
George Washington,2000,4.0
Les glaneurs et la glaneuse,2000,4.0
Roozi ke zan shodam,2000,4.0
You Can Count on Me,2000,4.0
Mua he chieu thang dung,2000,4.0
Gongdong gyeongbi guyeok JSA,2000,4.0
Tillsammans,2000,4.0
Snatch.,2000,4.0
Musíme si pomáhat,2000,4.0
Dark Days,2000,4.0
Vengo,2000,4.0
Chopper,2000,3.9
Malèna,2000,3.9
Love & Basketball,2000,3.9
Pane e tulipani,2000,3.9
Otesánek,2000,3.9
Remember the Titans,2000,3.9
El Bola,2000,3.9
Big Eden,2000,3.9
Lumumba,2000,3.9
Live Nude Girls Unite!,2000,3.8
Michael Jordan to the Max,2000,3.8
Before Night Falls,2000,3.8
Plata quemada,2000,3.8
Groove,2000,3.8
Dinner Rush,2000,3.8
Into the Arms of Strangers: Stories of the Kindertransport,2000,3.8
Code inconnu: Récit incomplet de divers voyages,2000,3.8
The Endurance: Shackleton's Legendary Antarctic Expedition,2000,3.8
Gladiator,2000,3.8
Saving Grace,2000,3.8
Vampire Hunter D: Bloodlust,2000,3.8
Le goût des autres,2000,3.8
The Endurance: Shackleton's Legendary Antarctic Expedition,2000,3.8
Gladiator,2000,3.8
Our Song,2000,3.8
X-Men,2000,3.7
High Fidelity,2000,3.7
Ivansxtc,2000,3.7
Bread and Roses,2000,3.7
Last Resort,2000,3.7
Waking the Dead,2000,3.7
Calle 54,2000,3.7
Gangster No. 1,2000,3.7
Seom,2000,3.7
Sous le sable,2000,3.7
Songcatcher,2000,3.7
"O Brother, Where Art Thou?",2000,3.7
Better Than Sex,2000,3.7
Fah talai jone,2000,3.7
Almost Famous,2000,3.7
Les blessures assassines,2000,3.7
The Original Kings of Comedy,2000,3.7
"O Brother, Where Art Thou?",2000,3.7
Happy Accidents,2000,3.7
La ville est tranquille,2000,3.7
Aberdeen,2000,3.7
Xingfu shiguang,2000,3.7
How to Kill Your Neighbor's Dog,2000,3.7
X-Men,2000,3.7
Jalla! Jalla!,2000,3.7
Sexy Beast,2000,3.7
Italiensk for begyndere,2000,3.7
Dayereh,2000,3.7
Best in Show,2000,3.7
Pandaemonium,2000,3.7
The Price of Milk,2000,3.7
American Psycho,2000,3.6
Men of Honor,2000,3.6
Chunhyangdyun,2000,3.6
Satree lek,2000,3.6
Ha-Hesder,2000,3.6
Tully,2000,3.6
The Patriot,2000,3.6
Quills,2000,3.6
Harry un ami qui vous veut du bien,2000,3.6
Chocolat,2000,3.6
Takhté siah,2000,3.6
Grateful Dawg,2000,3.6
